npi,combined_hs_and_corp,combined_hs_and_corp_name
1780648659,HSI00000057,Aspirus
1275578064,HSI00001526,Advocate Health
1588667349,HSI00000106,Beloit Health System
1679616361,HSI00000106,Beloit Health System
1841485984,HSI00000106,Beloit Health System
1881770998,HSI00000106,Beloit Health System
1982780094,HSI00000106,Beloit Health System
1023064078,HSI00000428,Gundersen Health System
1164080099,HSI00000428,Gundersen Health System
1225503428,HSI00000428,Gundersen Health System
1235773136,HSI00000428,Gundersen Health System
1245705441,HSI00000428,Gundersen Health System
1376588376,HSI00000428,Gundersen Health System
1396234837,HSI00000428,Gundersen Health System
1396412441,HSI00000428,Gundersen Health System
1417902933,HSI00000428,Gundersen Health System
1467403311,HSI00000428,Gundersen Health System
1497220693,HSI00000428,Gundersen Health System
1497708044,HSI00000428,Gundersen Health System
1548215361,HSI00000428,Gundersen Health System
1548710627,HSI00000428,Gundersen Health System
1578517140,HSI00000428,Gundersen Health System
1578518346,HSI00000428,Gundersen Health System
1609828151,HSI00000428,Gundersen Health System
1699225474,HSI00000428,Gundersen Health System
1730132747,HSI00000428,Gundersen Health System
1811949092,HSI00000428,Gundersen Health System
1831144302,HSI00000428,Gundersen Health System
1851343115,HSI00000428,Gundersen Health System
1881840015,HSI00000428,Gundersen Health System
1972554590,HSI00000428,Gundersen Health System
1982657458,HSI00000428,Gundersen Health System
1043503030,HSI00000847,Prohealth Care
1356322440,HSI00000847,Prohealth Care
1386785178,HSI00000847,Prohealth Care
1760523559,HSI00000847,Prohealth Care
1891836649,HSI00000847,Prohealth Care
1891836680,HSI00000847,Prohealth Care
1730175258,HSI00000847,Prohealth Care
1730126392,HSI00000055,Ascension Health
1831890177,HSI00000055,Ascension Health
1013028893,HSI00000902,SSM Health
1053358846,HSI00000902,SSM Health
1063458354,HSI00000902,SSM Health
1083622278,HSI00000902,SSM Health
1144265133,HSI00000902,SSM Health
1154367407,HSI00000902,SSM Health
1235201369,HSI00000902,SSM Health
1275579849,HSI00000902,SSM Health
1306113006,HSI00000902,SSM Health
1326119157,HSI00000902,SSM Health
1386688521,HSI00000902,SSM Health
1417968264,HSI00000902,SSM Health
1447295787,HSI00000902,SSM Health
1497791057,HSI00000902,SSM Health
1548270085,HSI00000902,SSM Health
1558372441,HSI00000902,SSM Health
1619984713,HSI00000902,SSM Health
1699786517,HSI00000902,SSM Health
1700999794,HSI00000902,SSM Health
1720096332,HSI00000902,SSM Health
1730290511,HSI00000902,SSM Health
1760593545,HSI00000902,SSM Health
1811908791,HSI00000902,SSM Health
1821240979,HSI00000902,SSM Health
1962447953,HSI00000902,SSM Health
1972514727,HSI00000902,SSM Health
1407941909,HSI00001092,ThedaCare
1841229093,HSI00001092,ThedaCare
1255384301,HSI00000057,Aspirus
1174601876,HSI00000057,Aspirus
1215101076,HSI00000057,Aspirus
1467546580,HSI00000057,Aspirus
1558363986,HSI00000057,Aspirus
1598375271,HSI00000057,Aspirus
1629179908,HSI00000057,Aspirus
1891889911,HSI00000057,Aspirus
1922321140,HSI00000057,Aspirus
1154403657,HSI00000902,SSM Health
1750467098,HSI00000902,SSM Health
1841376183,HSI00000902,SSM Health
1396782231,HSI00000902,SSM Health
1023187416,HSI00000621,Marshfield Clinic Health System
1114675089,HSI00000621,Marshfield Clinic Health System
1275902546,HSI00000621,Marshfield Clinic Health System
1295771780,HSI00000621,Marshfield Clinic Health System
1447907456,HSI00000621,Marshfield Clinic Health System
1487615829,HSI00000621,Marshfield Clinic Health System
1750451142,HSI00000621,Marshfield Clinic Health System
1962463760,HSI00000621,Marshfield Clinic Health System
1972188555,HSI00000621,Marshfield Clinic Health System
1346265915,HSI00000386,Froedtert and the Medical College of Wisconsin
1477508687,HSI00001526,Advocate Health
1861483190,HSI00000847,Prohealth Care
1518914357,HSI00000496,Hospital Sisters Health System
1629004098,HSI00000057,Aspirus
1194737817,HSI00000010,AdventHealth
1285747519,HSI00000010,AdventHealth
1659471068,HSI00000010,AdventHealth
1053080168,HSI00000057,Aspirus
1114696507,HSI00000057,Aspirus
1144991340,HSI00000057,Aspirus
1306515671,HSI00000057,Aspirus
1316616428,HSI00000057,Aspirus
1316616683,HSI00000057,Aspirus
1336818608,HSI00000057,Aspirus
1356391247,HSI00000057,Aspirus
1558912469,HSI00000057,Aspirus
1578232849,HSI00000057,Aspirus
1598420218,HSI00000057,Aspirus
1598715401,HSI00000057,Aspirus
1689339319,HSI00000057,Aspirus
1699068692,HSI00000057,Aspirus
1699444968,HSI00000057,Aspirus
1710939459,HSI00000057,Aspirus
1720757438,HSI00000057,Aspirus
1588646095,HSI00000902,SSM Health
1023076296,HSI00001526,Advocate Health
1194812784,HSI00001092,ThedaCare
1235225210,HSI00001092,ThedaCare
1295823508,HSI00001092,ThedaCare
1306959515,HSI00001092,ThedaCare
1326079757,HSI00001092,ThedaCare
1376554865,HSI00001092,ThedaCare
1376656959,HSI00001092,ThedaCare
1699861617,HSI00001092,ThedaCare
1699915504,HSI00001092,ThedaCare
1760528798,HSI00001092,ThedaCare
1780031559,HSI00001092,ThedaCare
1881787380,HSI00001092,ThedaCare
1780640532,HSI00000902,SSM Health
1093149668,HSI00001526,Advocate Health
1114115979,HSI00001526,Advocate Health
1184811085,HSI00001526,Advocate Health
1265629133,HSI00001526,Advocate Health
1295922177,HSI00001526,Advocate Health
1407156136,HSI00001526,Advocate Health
1407269335,HSI00001526,Advocate Health
1427246487,HSI00001526,Advocate Health
1467750166,HSI00001526,Advocate Health
1477186633,HSI00001526,Advocate Health
1558558460,HSI00001526,Advocate Health
1649562778,HSI00001526,Advocate Health
1659517480,HSI00001526,Advocate Health
1740422153,HSI00001526,Advocate Health
1831334002,HSI00001526,Advocate Health
1841598364,HSI00001526,Advocate Health
1902356959,HSI00001526,Advocate Health
1912326430,HSI00001526,Advocate Health
1962645820,HSI00001526,Advocate Health
1386661734,HSI00000106,Beloit Health System
1649223041,HSI00000055,Ascension Health
1801150206,HSI00000105,Bellin Health Systems
1801824305,HSI00000105,Bellin Health Systems
1952554800,HSI00000105,Bellin Health Systems
1235119769,HSI00001146,Unitypoint Health
1568765550,HSI00000057,Aspirus
1588766505,HSI00000057,Aspirus
1669595294,HSI00000057,Aspirus
1689976474,HSI00000057,Aspirus
1720177371,HSI00000057,Aspirus
1770252884,HSI00000057,Aspirus
1003024951,HSI00001526,Advocate Health
1003961467,HSI00001526,Advocate Health
1033445366,HSI00001526,Advocate Health
1043434772,HSI00001526,Advocate Health
1063621217,HSI00001526,Advocate Health
1104988013,HSI00001526,Advocate Health
1205998135,HSI00001526,Advocate Health
1245304740,HSI00001526,Advocate Health
1265640650,HSI00001526,Advocate Health
1285842807,HSI00001526,Advocate Health
1306993589,HSI00001526,Advocate Health
1316070279,HSI00001526,Advocate Health
1316498728,HSI00001526,Advocate Health
1366651796,HSI00001526,Advocate Health
1386784536,HSI00001526,Advocate Health
1396872958,HSI00001526,Advocate Health
1427271378,HSI00001526,Advocate Health
1447392915,HSI00001526,Advocate Health
1497406821,HSI00001526,Advocate Health
1508955493,HSI00001526,Advocate Health
1538512009,HSI00001526,Advocate Health
1619521317,HSI00001526,Advocate Health
1639344393,HSI00001526,Advocate Health
1689146359,HSI00001526,Advocate Health
1699898163,HSI00001526,Advocate Health
1750438818,HSI00001526,Advocate Health
1902964133,HSI00001526,Advocate Health
1912066549,HSI00001526,Advocate Health
1992915250,HSI00001526,Advocate Health
1003861188,HSI00001526,Advocate Health
1114087053,HSI00001526,Advocate Health
1154840163,HSI00001526,Advocate Health
1265597645,HSI00001526,Advocate Health
1538351549,HSI00001526,Advocate Health
1669646287,HSI00001526,Advocate Health
1023065836,HSI00000496,Hospital Sisters Health System
1558318410,HSI00000105,Bellin Health Systems
1194473066,HSI00000055,Ascension Health
1609881077,HSI00000055,Ascension Health
1578510632,HSI00000847,Prohealth Care
1043271034,HSI00001132,UW Health
1073575064,HSI00001132,UW Health
1083675185,HSI00001132,UW Health
1093776288,HSI00001132,UW Health
1174965008,HSI00001132,UW Health
1184684995,HSI00001132,UW Health
1225090525,HSI00001132,UW Health
1235190224,HSI00001132,UW Health
1235322850,HSI00001132,UW Health
1376503953,HSI00001132,UW Health
1376504480,HSI00001132,UW Health
1528028701,HSI00001132,UW Health
1588625750,HSI00001132,UW Health
1598726770,HSI00001132,UW Health
1598784555,HSI00001132,UW Health
1629039730,HSI00001132,UW Health
1669433074,HSI00001132,UW Health
1720044589,HSI00001132,UW Health
1881654416,HSI00001132,UW Health
1902866783,HSI00001132,UW Health
1922068204,HSI00001132,UW Health
1831145192,HSI00001092,ThedaCare
1245387844,HSI00001106,Trinity Health
1306969175,HSI00001106,Trinity Health
1467509141,HSI00001106,Trinity Health
1043970817,HSI00001526,Advocate Health
1174732572,HSI00001526,Advocate Health
1376129833,HSI00001526,Advocate Health
1437789450,HSI00001526,Advocate Health
1568962678,HSI00001526,Advocate Health
1588609648,HSI00001526,Advocate Health
1851336242,HSI00001526,Advocate Health
1255387726,HSI00001526,Advocate Health
1588666853,HSI00001092,ThedaCare
1225087224,HSI00000386,Froedtert and the Medical College of Wisconsin
1285683284,HSI00000386,Froedtert and the Medical College of Wisconsin
1669550711,HSI00001146,Unitypoint Health
1053556506,HSI00000492,HCA Healthcare
1144409194,HSI00000055,Ascension Health
1043263999,HSI00001092,ThedaCare
1730203464,HSI00001092,ThedaCare
1053346825,HSI00000428,Gundersen Health System
1306864939,HSI00000428,Gundersen Health System
1477068914,HSI00000428,Gundersen Health System
1659355600,HSI00000428,Gundersen Health System
1982180048,HSI00000428,Gundersen Health System
1013966175,HSI00000193,CentraCare
1043269798,HSI00000193,CentraCare
1093771818,HSI00000193,CentraCare
1619934627,HSI00000193,CentraCare
1679088157,HSI00000193,CentraCare
1740340496,HSI00000193,CentraCare
1952350605,HSI00000193,CentraCare
1003992967,HSI00001427,CommonSpirit Health
1235215252,HSI00001427,CommonSpirit Health
1639162381,HSI00001427,CommonSpirit Health
1891954574,HSI00001427,CommonSpirit Health
1568415974,HSI00000350,Essentia Health
1639648348,HSI00000350,Essentia Health
1023086055,HSI00001427,CommonSpirit Health
1730185000,HSI00001427,CommonSpirit Health
1740325919,HSI00001427,CommonSpirit Health
1225089634,HSI00000350,Essentia Health
1457393035,HSI00000350,Essentia Health
1073638565,HSI00000350,Essentia Health
1174812465,HSI00000350,Essentia Health
1447333984,HSI00000350,Essentia Health
1497850119,HSI00000350,Essentia Health
1790861649,HSI00000350,Essentia Health
1942409545,HSI00000350,Essentia Health
1265469530,HSI00001264,Winona Health
1295789352,HSI00001264,Winona Health
1447334602,HSI00001264,Winona Health
1578078036,HSI00001264,Winona Health
1720210099,HSI00001264,Winona Health
1922758945,HSI00001264,Winona Health
1003860792,HSI00000937,Saint Lukes Hospital of Duluth
1265486963,HSI00000937,Saint Lukes Hospital of Duluth
1548212533,HSI00000937,Saint Lukes Hospital of Duluth
1629017793,HSI00000937,Saint Lukes Hospital of Duluth
1649223629,HSI00000937,Saint Lukes Hospital of Duluth
1801835970,HSI00000937,Saint Lukes Hospital of Duluth
1902845068,HSI00000937,Saint Lukes Hospital of Duluth
1275551996,HSI00001427,CommonSpirit Health
1326234006,HSI00001427,CommonSpirit Health
1336359009,HSI00001427,CommonSpirit Health
1437397940,HSI00001427,CommonSpirit Health
1780630939,HSI00001427,CommonSpirit Health
1952329047,HSI00001427,CommonSpirit Health
1952530669,HSI00001427,CommonSpirit Health
1093905259,HSI00000749,North Memorial Health
1285657247,HSI00000749,North Memorial Health
1437174810,HSI00000749,North Memorial Health
1568485548,HSI00000749,North Memorial Health
1851344907,HSI00000749,North Memorial Health
1093713372,HSI00000567,Lake Region Healthcare
1922471804,HSI00000567,Lake Region Healthcare
1346215084,HSI00001427,CommonSpirit Health
1538245386,HSI00001427,CommonSpirit Health
1659511335,HSI00001427,CommonSpirit Health
1922072776,HSI00001427,CommonSpirit Health
1972799237,HSI00001427,CommonSpirit Health
1639243272,HSI00000860,Quorum Health Corporation
1730715871,HSI00000860,Quorum Health Corporation
1912999137,HSI00000860,Quorum Health Corporation
1992349591,HSI00000860,Quorum Health Corporation
1366410862,HSI00000631,Mayo Clinic Health System
1740258318,HSI00000631,Mayo Clinic Health System
1821066499,HSI00000631,Mayo Clinic Health System
1023067642,HSI00000937,Saint Lukes Hospital of Duluth
1245328707,HSI00000937,Saint Lukes Hospital of Duluth
1023177730,HSI00000631,Mayo Clinic Health System
1639198732,HSI00000631,Mayo Clinic Health System
1790844413,HSI00000631,Mayo Clinic Health System
1104360973,HSI00000464,HealthPartners
1194886002,HSI00000464,HealthPartners
1215048913,HSI00000464,HealthPartners
1386705291,HSI00000464,HealthPartners
1619037660,HSI00000464,HealthPartners
1649331554,HSI00000464,HealthPartners
1689804064,HSI00000464,HealthPartners
1710924683,HSI00000464,HealthPartners
1801957717,HSI00000464,HealthPartners
1871534628,HSI00000464,HealthPartners
1982764130,HSI00000464,HealthPartners
1174522239,HSI00000464,HealthPartners
1245225150,HSI00000464,HealthPartners
1326124454,HSI00000464,HealthPartners
1538138003,HSI00000464,HealthPartners
1821114729,HSI00000464,HealthPartners
1780621904,HSI00000464,HealthPartners
1215041199,HSI00000350,Essentia Health
1225049018,HSI00000350,Essentia Health
1255445581,HSI00000350,Essentia Health
1609989326,HSI00000350,Essentia Health
1003869892,HSI00000068,Avera Health
1326102237,HSI00000068,Avera Health
1649223439,HSI00000068,Avera Health
1801840517,HSI00000068,Avera Health
1821042920,HSI00000068,Avera Health
1538112131,HSI00000789,Olmsted Medical Center
1952356297,HSI00000789,Olmsted Medical Center
1003114539,HSI00000350,Essentia Health
1063881399,HSI00000350,Essentia Health
1154437564,HSI00000350,Essentia Health
1245081066,HSI00000350,Essentia Health
1245278209,HSI00000350,Essentia Health
1245346659,HSI00000350,Essentia Health
1336255744,HSI00000350,Essentia Health
1386759496,HSI00000350,Essentia Health
1427164839,HSI00000350,Essentia Health
1437457330,HSI00000350,Essentia Health
1447366851,HSI00000350,Essentia Health
1457387441,HSI00000350,Essentia Health
1467750364,HSI00000350,Essentia Health
1477668580,HSI00000350,Essentia Health
1477979326,HSI00000350,Essentia Health
1508525288,HSI00000350,Essentia Health
1518073923,HSI00000350,Essentia Health
1659486769,HSI00000350,Essentia Health
1689349359,HSI00000350,Essentia Health
1710649967,HSI00000350,Essentia Health
1801438361,HSI00000350,Essentia Health
1831204940,HSI00000350,Essentia Health
1831690346,HSI00000350,Essentia Health
1871962282,HSI00000350,Essentia Health
1902563638,HSI00000350,Essentia Health
1942816939,HSI00000350,Essentia Health
1447605514,HSI00000029,Allina Health
1578520045,HSI00000029,Allina Health
1972857597,HSI00000029,Allina Health
1033535547,HSI00000068,Avera Health
1154856839,HSI00000068,Avera Health
1255329033,HSI00000068,Avera Health
1396513370,HSI00000068,Avera Health
1487958062,HSI00000068,Avera Health
1568401016,HSI00000068,Avera Health
1669622031,HSI00000068,Avera Health
1700070430,HSI00000068,Avera Health
1750508412,HSI00000068,Avera Health
1952179939,HSI00000068,Avera Health
1952727463,HSI00000068,Avera Health
1962641936,HSI00000068,Avera Health
1962724831,HSI00000068,Avera Health
1114962206,HSI00000749,North Memorial Health
1407011760,HSI00000749,North Memorial Health
1154359917,HSI00000464,HealthPartners
1174168652,HSI00000464,HealthPartners
1518995349,HSI00000464,HealthPartners
1629006457,HSI00000464,HealthPartners
1013994359,HSI00000357,Fairview Health Services
1023583929,HSI00000357,Fairview Health Services
1083692941,HSI00000357,Fairview Health Services
1104392398,HSI00000357,Fairview Health Services
1225199128,HSI00000357,Fairview Health Services
1235192006,HSI00000357,Fairview Health Services
1396087433,HSI00000357,Fairview Health Services
1396708038,HSI00000357,Fairview Health Services
1407833643,HSI00000357,Fairview Health Services
1487120671,HSI00000357,Fairview Health Services
1508873464,HSI00000357,Fairview Health Services
1598007726,HSI00000357,Fairview Health Services
1669459913,HSI00000357,Fairview Health Services
1679121024,HSI00000357,Fairview Health Services
1699752915,HSI00000357,Fairview Health Services
1710212485,HSI00000357,Fairview Health Services
1720096654,HSI00000357,Fairview Health Services
1770547796,HSI00000357,Fairview Health Services
1780330779,HSI00000357,Fairview Health Services
1780980508,HSI00000357,Fairview Health Services
1851378038,HSI00000357,Fairview Health Services
1861879330,HSI00000357,Fairview Health Services
1922085299,HSI00000357,Fairview Health Services
1972084044,HSI00000357,Fairview Health Services
1972500940,HSI00000357,Fairview Health Services
1992286082,HSI00000357,Fairview Health Services
1124035282,HSI00000631,Mayo Clinic Health System
1154302487,HSI00000631,Mayo Clinic Health System
1487707832,HSI00000631,Mayo Clinic Health System
1578545422,HSI00000631,Mayo Clinic Health System
1740256668,HSI00000631,Mayo Clinic Health System
1851374169,HSI00000631,Mayo Clinic Health System
1942277769,HSI00000631,Mayo Clinic Health System
1023496155,HSI00000958,Sanford Health
1154587780,HSI00000958,Sanford Health
1184728743,HSI00000958,Sanford Health
1215043633,HSI00000958,Sanford Health
1265829881,HSI00000958,Sanford Health
1285028878,HSI00000958,Sanford Health
1427567601,HSI00000958,Sanford Health
1457624272,HSI00000958,Sanford Health
1508922758,HSI00000958,Sanford Health
1649902370,HSI00000958,Sanford Health
1659376663,HSI00000958,Sanford Health
1700271061,HSI00000958,Sanford Health
1730292178,HSI00000958,Sanford Health
1750583779,HSI00000958,Sanford Health
1770849697,HSI00000958,Sanford Health
1780628149,HSI00000958,Sanford Health
1801870191,HSI00000958,Sanford Health
1932472255,HSI00000958,Sanford Health
1972875490,HSI00000958,Sanford Health
1982166765,HSI00000958,Sanford Health
1407843691,HSI00000958,Sanford Health
1568476323,HSI00000958,Sanford Health
1790799518,HSI00000958,Sanford Health
1881608610,HSI00000958,Sanford Health
1932113768,HSI00000958,Sanford Health
1083719215,HSI00000881,Ridgeview Medical Center
1356321699,HSI00000357,Fairview Health Services
1427036169,HSI00000357,Fairview Health Services
1669569265,HSI00000357,Fairview Health Services
1992782239,HSI00000357,Fairview Health Services
1013919901,HSI00000958,Sanford Health
1134121817,HSI00000958,Sanford Health
1477799765,HSI00000958,Sanford Health
1790783587,HSI00000958,Sanford Health
1962403295,HSI00000958,Sanford Health
1124014881,HSI00000068,Avera Health
1407962335,HSI00000068,Avera Health
1447300587,HSI00000068,Avera Health
1598751240,HSI00000068,Avera Health
1821084658,HSI00000068,Avera Health
1063435410,HSI00000631,Mayo Clinic Health System
1114453883,HSI00000631,Mayo Clinic Health System
1164400024,HSI00000631,Mayo Clinic Health System
1265462279,HSI00000631,Mayo Clinic Health System
1346258100,HSI00000631,Mayo Clinic Health System
1528595386,HSI00000631,Mayo Clinic Health System
1790791077,HSI00000631,Mayo Clinic Health System
1881774826,HSI00000631,Mayo Clinic Health System
1891701637,HSI00000631,Mayo Clinic Health System
1164424305,HSI00000319,Alomere Health
1427342138,HSI00000319,Alomere Health
1447526330,HSI00000319,Alomere Health
1265876023,HSI00000350,Essentia Health
1467798322,HSI00000350,Essentia Health
1518929934,HSI00000350,Essentia Health
1558607408,HSI00000350,Essentia Health
1578553160,HSI00000350,Essentia Health
1679561088,HSI00000350,Essentia Health
1699955344,HSI00000350,Essentia Health
1720078686,HSI00000350,Essentia Health
1730706656,HSI00000350,Essentia Health
1750725586,HSI00000350,Essentia Health
1902364482,HSI00000350,Essentia Health
1952484404,HSI00000350,Essentia Health
1033289707,HSI00001301,Cuyuna Regional Medical Center
1255363438,HSI00001301,Cuyuna Regional Medical Center
1538143896,HSI00001301,Cuyuna Regional Medical Center
1831173756,HSI00001301,Cuyuna Regional Medical Center
1861414518,HSI00001301,Cuyuna Regional Medical Center
1619581394,HSI00000207,Childrens Minnesota
1831298702,HSI00000207,Childrens Minnesota
1881793750,HSI00000207,Childrens Minnesota
1932208808,HSI00000207,Childrens Minnesota
1346432218,HSI00000357,Fairview Health Services
1811550155,HSI00000357,Fairview Health Services
1407838329,HSI00000567,Lake Region Healthcare
1508191552,HSI00000357,Fairview Health Services
1639125503,HSI00000357,Fairview Health Services
1013104348,HSI00000193,CentraCare
1043212665,HSI00000193,CentraCare
1134121759,HSI00000193,CentraCare
1164978219,HSI00000193,CentraCare
1255853115,HSI00000193,CentraCare
1407858020,HSI00000193,CentraCare
1659425114,HSI00000193,CentraCare
1669994315,HSI00000193,CentraCare
1689196339,HSI00000193,CentraCare
1700281953,HSI00000193,CentraCare
1710048590,HSI00000193,CentraCare
1780125849,HSI00000193,CentraCare
1881696490,HSI00000193,CentraCare
1083161301,HSI00000350,Essentia Health
1083657886,HSI00000350,Essentia Health
1528518883,HSI00000350,Essentia Health
1588691588,HSI00000350,Essentia Health
1972710507,HSI00000350,Essentia Health
1467850206,HSI00000357,Fairview Health Services
1477598118,HSI00000357,Fairview Health Services
1366400822,HSI00000193,CentraCare
1396703823,HSI00000193,CentraCare
1720045073,HSI00000193,CentraCare
1730407586,HSI00000193,CentraCare
1225441157,HSI00000357,Fairview Health Services
1558435131,HSI00000357,Fairview Health Services
1669426631,HSI00000357,Fairview Health Services
1164463659,HSI00000631,Mayo Clinic Health System
1538113022,HSI00000631,Mayo Clinic Health System
1831130319,HSI00000631,Mayo Clinic Health System
1891710893,HSI00000631,Mayo Clinic Health System
1164471678,HSI00000193,CentraCare
1497986582,HSI00000193,CentraCare
1952359614,HSI00000193,CentraCare
1194832287,HSI00000464,HealthPartners
1508885633,HSI00000464,HealthPartners
1972610079,HSI00000464,HealthPartners
1134173628,HSI00000029,Allina Health
1154381804,HSI00000357,Fairview Health Services
1578512224,HSI00000048,Jefferson Health
1902114168,HSI00000048,Jefferson Health
1972169902,HSI00000048,Jefferson Health
1992307979,HSI00000048,Jefferson Health
1760580336,HSI00000218,ChristianaCare
1649203605,HSI00000513,Inova Health System
1932176401,HSI00000660,Mercy
1912956814,HSI00001086,The Ohio State University Wexner Medical Center
1447430152,HSI00000731,New York Presbyterian Healthcare System
1164608501,HSI00000767,Northwell Health
1053497214,HSI00000958,Sanford Health
1679565287,HSI00000958,Sanford Health
1205862844,HSI00000765,Northfield Hospital and Clinics
1417990805,HSI00000765,Northfield Hospital and Clinics
1437668159,HSI00000765,Northfield Hospital and Clinics
1518631407,HSI00000765,Northfield Hospital and Clinics
1588112098,HSI00000765,Northfield Hospital and Clinics
1588692669,HSI00000765,Northfield Hospital and Clinics
1669685608,HSI00000765,Northfield Hospital and Clinics
1114019858,HSI00000357,Fairview Health Services
1083249577,HSI00000631,Mayo Clinic Health System
1164758868,HSI00000631,Mayo Clinic Health System
1467622092,HSI00000631,Mayo Clinic Health System
1821326570,HSI00000631,Mayo Clinic Health System
1922074434,HSI00000631,Mayo Clinic Health System
1184634602,HSI00001106,Trinity Health
1598869232,HSI00001106,Trinity Health
1639243116,HSI00001106,Trinity Health
1720099831,HSI00001106,Trinity Health
1790793651,HSI00001106,Trinity Health
1811063795,HSI00001106,Trinity Health
1962572776,HSI00001106,Trinity Health
1992708531,HSI00001106,Trinity Health
1073553939,HSI00001146,Unitypoint Health
1083708226,HSI00001146,Unitypoint Health
1356433015,HSI00001146,Unitypoint Health
1558453217,HSI00001146,Unitypoint Health
1366442295,HSI00001146,Unitypoint Health
1780684548,HSI00001146,Unitypoint Health
1801818661,HSI00001146,Unitypoint Health
1093360679,HSI00001106,Trinity Health
1356391635,HSI00001106,Trinity Health
1528018801,HSI00001106,Trinity Health
1558529206,HSI00001106,Trinity Health
1801845714,HSI00001106,Trinity Health
1144872805,HSI00001146,Unitypoint Health
1184276958,HSI00001146,Unitypoint Health
1326690082,HSI00001146,Unitypoint Health
1447802400,HSI00001146,Unitypoint Health
1629122742,HSI00001146,Unitypoint Health
1699327205,HSI00001146,Unitypoint Health
1861444333,HSI00001146,Unitypoint Health
1073560462,HSI00001146,Unitypoint Health
1720187560,HSI00001146,Unitypoint Health
1760574321,HSI00001146,Unitypoint Health
1801264072,HSI00001146,Unitypoint Health
1942392600,HSI00001146,Unitypoint Health
1952493512,HSI00001146,Unitypoint Health
1457448755,HSI00000672,Methodist Health System
1942251269,HSI00000672,Methodist Health System
1083652887,HSI00000068,Avera Health
1124056338,HSI00000068,Avera Health
1508810177,HSI00000068,Avera Health
1891738365,HSI00000068,Avera Health
1124089347,HSI00001106,Trinity Health
1053315002,HSI00000421,Great River Health Systems
1134168263,HSI00000421,Great River Health Systems
1164433884,HSI00000421,Great River Health Systems
1265411144,HSI00000421,Great River Health Systems
1639158595,HSI00000421,Great River Health Systems
1760461644,HSI00000421,Great River Health Systems
1104982743,HSI00001106,Trinity Health
1538163399,HSI00001106,Trinity Health
1619952926,HSI00001106,Trinity Health
1629301684,HSI00001106,Trinity Health
1720145840,HSI00001106,Trinity Health
1740220490,HSI00001106,Trinity Health
1871658948,HSI00001106,Trinity Health
1003352949,HSI00001146,Unitypoint Health
1003908666,HSI00001146,Unitypoint Health
1033201793,HSI00001146,Unitypoint Health
1104879576,HSI00001146,Unitypoint Health
1396837951,HSI00001146,Unitypoint Health
1962485136,HSI00001146,Unitypoint Health
1093857393,HSI00000631,Mayo Clinic Health System
1104507060,HSI00000631,Mayo Clinic Health System
1225186638,HSI00000631,Mayo Clinic Health System
1366590796,HSI00000631,Mayo Clinic Health System
1467500876,HSI00000631,Mayo Clinic Health System
1619922051,HSI00000631,Mayo Clinic Health System
1740339084,HSI00000631,Mayo Clinic Health System
1811046659,HSI00000631,Mayo Clinic Health System
1992854863,HSI00000631,Mayo Clinic Health System
1336231091,HSI00001146,Unitypoint Health
1346292521,HSI00001146,Unitypoint Health
1598215659,HSI00001146,Unitypoint Health
1891772927,HSI00001146,Unitypoint Health
1942584784,HSI00001146,Unitypoint Health
1033159769,HSI00000666,Mercy Medical Center
1114923513,HSI00000666,Mercy Medical Center
1467639062,HSI00000666,Mercy Medical Center
1639119332,HSI00000666,Mercy Medical Center
1700834165,HSI00000666,Mercy Medical Center
1720029333,HSI00000666,Mercy Medical Center
1265595144,HSI00001146,Unitypoint Health
1336281245,HSI00001146,Unitypoint Health
1386201333,HSI00001146,Unitypoint Health
1487710497,HSI00001146,Unitypoint Health
1518417518,HSI00001146,Unitypoint Health
1558920447,HSI00001146,Unitypoint Health
1588274302,HSI00001146,Unitypoint Health
1710928734,HSI00001106,Trinity Health
1942241955,HSI00001106,Trinity Health
1023154176,HSI00001427,CommonSpirit Health
1073694774,HSI00001427,CommonSpirit Health
1235237447,HSI00001427,CommonSpirit Health
1316028020,HSI00001427,CommonSpirit Health
1366063794,HSI00001427,CommonSpirit Health
1508964123,HSI00001427,CommonSpirit Health
1558442269,HSI00001427,CommonSpirit Health
1700961273,HSI00001427,CommonSpirit Health
1134204613,HSI00001427,CommonSpirit Health
1285715870,HSI00001427,CommonSpirit Health
1699856260,HSI00001427,CommonSpirit Health
1821134826,HSI00001427,CommonSpirit Health
1942381538,HSI00001427,CommonSpirit Health
1326056755,HSI00000068,Avera Health
1518080019,HSI00000068,Avera Health
1548278328,HSI00000068,Avera Health
1669542981,HSI00000068,Avera Health
1932279254,HSI00000068,Avera Health
1962517664,HSI00000068,Avera Health
1184645434,HSI00001106,Trinity Health
1578600961,HSI00001106,Trinity Health
1679158737,HSI00001106,Trinity Health
1831102557,HSI00001106,Trinity Health
1952986010,HSI00001106,Trinity Health
1033787445,HSI00000815,Pella Regional Health Center
1053369405,HSI00000815,Pella Regional Health Center
1104860808,HSI00000815,Pella Regional Health Center
1215979208,HSI00000815,Pella Regional Health Center
1295778140,HSI00000815,Pella Regional Health Center
1467484766,HSI00000815,Pella Regional Health Center
1497413637,HSI00000815,Pella Regional Health Center
1508101221,HSI00000815,Pella Regional Health Center
1578520888,HSI00000815,Pella Regional Health Center
1932599404,HSI00000815,Pella Regional Health Center
1063497188,HSI00001146,Unitypoint Health
1063598175,HSI00001146,Unitypoint Health
1073549853,HSI00001146,Unitypoint Health
