value,neuromusc,cvd,respiratory,renal,gi,hemato_immu,metabolic,congeni_genetic,malignancy,neonatal,tech_dep,transplant,ccc_flag
R23.3,0,0,0,0,0,0,0,0,0,0,0,0,0
R23.4,0,0,0,0,0,0,0,0,0,0,0,0,0
R23.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R23.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R25,0,0,0,0,0,0,0,0,0,0,0,0,0
R25.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R25.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R25.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R25.3,0,0,0,0,0,0,0,0,0,0,0,0,0
R25.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R25.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R26,0,0,0,0,0,0,0,0,0,0,0,0,0
R26.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R26.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R26.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R26.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R26.81,0,0,0,0,0,0,0,0,0,0,0,0,0
R26.89,0,0,0,0,0,0,0,0,0,0,0,0,0
R26.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R27,0,0,0,0,0,0,0,0,0,0,0,0,0
R27.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R27.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R27.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R29,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.3,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.4,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.5,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.6,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.7,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.70,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.700,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.701,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.702,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.703,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.704,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.705,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.706,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.707,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.708,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.709,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.71,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.710,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.711,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.712,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.713,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.714,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.715,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.716,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.717,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.718,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.719,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.72,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.720,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.721,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.722,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.723,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.724,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.725,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.726,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.727,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.728,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.729,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.73,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.730,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.731,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.732,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.733,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.734,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.735,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.736,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.737,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.738,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.739,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.74,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.740,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.741,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.742,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.81,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.810,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.818,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.89,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.890,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.891,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.898,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.90,0,0,0,0,0,0,0,0,0,0,0,0,0
R29.91,0,0,0,0,0,0,0,0,0,0,0,0,0
R30,0,0,0,0,0,0,0,0,0,0,0,0,0
R30.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R30.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R30.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R31,0,0,0,0,0,0,0,0,0,0,0,0,0
R31.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R31.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R31.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R31.21,0,0,0,0,0,0,0,0,0,0,0,0,0
R31.29,0,0,0,0,0,0,0,0,0,0,0,0,0
R31.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R32,0,0,0,0,0,0,0,0,0,0,0,0,0
R33,0,0,0,0,0,0,0,0,0,0,0,0,0
R33.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R33.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R33.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R34,0,0,0,0,0,0,0,0,0,0,0,0,0
R35,0,0,0,0,0,0,0,0,0,0,0,0,0
R35.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R35.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R35.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R35.81,0,0,0,0,0,0,0,0,0,0,0,0,0
R35.89,0,0,0,0,0,0,0,0,0,0,0,0,0
R36,0,0,0,0,0,0,0,0,0,0,0,0,0
R36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R36.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R36.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R37,0,0,0,0,0,0,0,0,0,0,0,0,0
R39,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.11,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.12,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.13,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.14,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.15,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.16,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.19,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.191,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.192,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.198,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.81,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.82,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.83,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.84,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.89,0,0,0,0,0,0,0,0,0,0,0,0,0
R39.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R40,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.20,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.21,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.211,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2110,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2111,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2112,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2113,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2114,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.212,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2120,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2121,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2122,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2123,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2124,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.213,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2130,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2131,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2132,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2133,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2134,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.214,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2140,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2141,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2142,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2143,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2144,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.22,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.221,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2210,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2211,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2212,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2213,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2214,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.222,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2220,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2221,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2222,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2223,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2224,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.223,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2230,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2231,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2232,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2233,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2234,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.224,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2240,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2241,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2242,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2243,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2244,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.225,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2250,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2251,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2252,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2253,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2254,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.23,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.231,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2310,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2311,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2312,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2313,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2314,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.232,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2320,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2321,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2322,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2323,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2324,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.233,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2330,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2331,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2332,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2333,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2334,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.234,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2340,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2341,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2342,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2343,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2344,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.235,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2350,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2351,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2352,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2353,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2354,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.236,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2360,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2361,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2362,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2363,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2364,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.24,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.241,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2410,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2411,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2412,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2413,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2414,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.242,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2420,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2421,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2422,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2423,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2424,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.243,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2430,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2431,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2432,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2433,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2434,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.244,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2440,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2441,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2442,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2443,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.2444,0,0,0,0,0,0,0,0,0,0,0,0,0
R40.3,1,0,0,0,0,0,0,0,0,0,0,0,1
R40.4,0,0,0,0,0,0,0,0,0,0,0,0,0
R41,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.3,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.4,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.81,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.82,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.83,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.84,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.840,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.841,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.842,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.843,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.844,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.89,0,0,0,0,0,0,0,0,0,0,0,0,0
R41.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R42,0,0,0,0,0,0,0,0,0,0,0,0,0
R43,0,0,0,0,0,0,0,0,0,0,0,0,0
R43.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R43.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R43.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R43.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R43.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R44,0,0,0,0,0,0,0,0,0,0,0,0,0
R44.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R44.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R44.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R44.3,0,0,0,0,0,0,0,0,0,0,0,0,0
R44.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R44.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R45,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.3,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.4,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.5,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.6,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.7,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.81,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.82,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.83,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.84,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.85,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.850,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.851,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.86,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.87,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.88,0,0,0,0,0,0,0,0,0,0,0,0,0
R45.89,0,0,0,0,0,0,0,0,0,0,0,0,0
R46,0,0,0,0,0,0,0,0,0,0,0,0,0
R46.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R46.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R46.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R46.3,0,0,0,0,0,0,0,0,0,0,0,0,0
R46.4,0,0,0,0,0,0,0,0,0,0,0,0,0
R46.5,0,0,0,0,0,0,0,0,0,0,0,0,0
R46.6,0,0,0,0,0,0,0,0,0,0,0,0,0
R46.7,0,0,0,0,0,0,0,0,0,0,0,0,0
R46.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R46.81,0,0,0,0,0,0,0,0,0,0,0,0,0
R46.89,0,0,0,0,0,0,0,0,0,0,0,0,0
R47,0,0,0,0,0,0,0,0,0,0,0,0,0
R47.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R47.01,0,0,0,0,0,0,0,0,0,0,0,0,0
R47.02,0,0,0,0,0,0,0,0,0,0,0,0,0
R47.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R47.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R47.81,0,0,0,0,0,0,0,0,0,0,0,0,0
R47.82,0,0,0,0,0,0,0,0,0,0,0,0,0
R47.89,0,0,0,0,0,0,0,0,0,0,0,0,0
R47.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R48,0,0,0,0,0,0,0,0,0,0,0,0,0
R48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R48.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R48.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R48.3,0,0,0,0,0,0,0,0,0,0,0,0,0
R48.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R48.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R49,0,0,0,0,0,0,0,0,0,0,0,0,0
R49.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R49.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R49.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R49.21,0,0,0,0,0,0,0,0,0,0,0,0,0
R49.22,0,0,0,0,0,0,0,0,0,0,0,0,0
R49.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R49.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R50,0,0,0,0,0,0,0,0,0,0,0,0,0
R50.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R50.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R50.81,0,0,0,0,0,0,0,0,0,0,0,0,0
R50.82,0,0,0,0,0,0,0,0,0,0,0,0,0
R50.83,0,0,0,0,0,0,0,0,0,0,0,0,0
R50.84,0,0,0,0,0,0,0,0,0,0,0,0,0
R50.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R51,0,0,0,0,0,0,0,0,0,0,0,0,0
R51.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R51.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R52,0,0,0,0,0,0,0,0,0,0,0,0,0
R53,0,0,0,0,0,0,0,0,0,0,0,0,0
R53.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R53.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R53.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R53.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R53.81,0,0,0,0,0,0,0,0,0,0,0,0,0
R53.82,0,0,0,0,0,0,0,0,0,0,0,0,0
R53.83,0,0,0,0,0,0,0,0,0,0,0,0,0
R54,0,0,0,0,0,0,0,0,0,0,0,0,0
R55,0,0,0,0,0,0,0,0,0,0,0,0,0
R56,0,0,0,0,0,0,0,0,0,0,0,0,0
R56.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R56.00,0,0,0,0,0,0,0,0,0,0,0,0,0
R56.01,0,0,0,0,0,0,0,0,0,0,0,0,0
R56.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R56.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R57,0,0,0,0,0,0,0,0,0,0,0,0,0
R57.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R57.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R57.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R57.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R58,0,0,0,0,0,0,0,0,0,0,0,0,0
R59,0,0,0,0,0,0,0,0,0,0,0,0,0
R59.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R59.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R59.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R60,0,0,0,0,0,0,0,0,0,0,0,0,0
R60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R60.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R60.9,0,0,0,0,0,0,0,0,0,0,0,0,0
R61,0,0,0,0,0,0,0,0,0,0,0,0,0
R62,0,0,0,0,0,0,0,0,0,0,0,0,0
R62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R62.5,0,0,0,0,0,0,0,0,0,0,0,0,0
R62.50,0,0,0,0,0,0,0,0,0,0,0,0,0
R62.51,0,0,0,0,0,0,0,0,0,0,0,0,0
R62.52,0,0,0,0,0,0,0,0,0,0,0,0,0
R62.59,0,0,0,0,0,0,0,0,0,0,0,0,0
R62.7,0,0,0,0,0,0,0,0,0,0,0,0,0
R63,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.3,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.30,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.31,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.32,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.39,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.4,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.5,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.6,0,0,0,0,0,0,0,0,0,0,0,0,0
R63.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R64,0,0,0,0,0,0,0,0,0,0,0,0,0
R65,0,0,0,0,0,0,0,0,0,0,0,0,0
R65.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R65.10,0,0,0,0,0,0,0,0,0,0,0,0,0
R65.11,0,0,0,0,0,0,0,0,0,0,0,0,0
R65.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R65.20,0,0,0,0,0,0,0,0,0,0,0,0,0
R65.21,0,0,0,0,0,0,0,0,0,0,0,0,0
R68,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.11,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.12,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.13,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.19,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.2,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.3,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.8,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.81,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.82,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.83,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.84,0,0,0,0,0,0,0,0,0,0,0,0,0
R68.89,0,0,0,0,0,0,0,0,0,0,0,0,0
R69,0,0,0,0,0,0,0,0,0,0,0,0,0
R70,0,0,0,0,0,0,0,0,0,0,0,0,0
R70.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R70.1,0,0,0,0,0,0,0,0,0,0,0,0,0
R71,0,0,0,0,0,0,0,0,0,0,0,0,0
R71.0,0,0,0,0,0,0,0,0,0,0,0,0,0
R71.8,0,0,0,0,0,0,0,0,0,0,0,0,0
